id_ticket,id_producto,cantidad,precio_unitario,nombre,categoria,subcategoria,fecha,id_tienda,id_cliente,venta_total,mes,dia_semana
TICKET_004657,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-01-08,TOSTAO_02,CUST_00027,3500,January,Monday
TICKET_004658,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-09-21,TOSTAO_06,CUST_02349,3500,September,Saturday
TICKET_004658,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-09-21,TOSTAO_06,CUST_02349,5000,September,Saturday
TICKET_004658,PROD_025,1,3500,Arepa de Choclo,Alimentos,Panadería Sal,2024-09-21,TOSTAO_06,CUST_02349,3500,September,Saturday
TICKET_004659,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-04-19,TOSTAO_11,CUST_00703,3500,April,Friday
TICKET_004659,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-04-19,TOSTAO_11,CUST_00703,5000,April,Friday
TICKET_004660,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-06-25,TOSTAO_13,CUST_00511,3500,June,Tuesday
TICKET_004661,PROD_004,1,4800,Mocaccino,Bebidas,Calientes,2024-08-01,TOSTAO_18,CUST_02466,4800,August,Thursday
TICKET_004661,PROD_013,1,3500,Té Helado,Bebidas,Frías,2024-08-01,TOSTAO_18,CUST_02466,3500,August,Thursday
TICKET_004662,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-03-10,TOSTAO_16,CUST_00578,2500,March,Sunday
TICKET_004662,PROD_014,1,3800,Yogurt,Bebidas,Frías,2024-03-10,TOSTAO_16,CUST_00578,3800,March,Sunday
TICKET_004662,PROD_033,1,1500,Chocolatina,Alimentos,Panadería Dulce,2024-03-10,TOSTAO_16,CUST_00578,1500,March,Sunday
TICKET_004663,PROD_001,2,2500,Tinto,Bebidas,Calientes,2024-03-24,TOSTAO_06,CUST_01854,5000,March,Sunday
TICKET_004664,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-06-20,TOSTAO_07,CUST_01602,2500,June,Thursday
TICKET_004665,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-04-17,TOSTAO_14,CUST_00722,3500,April,Wednesday
TICKET_004665,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-04-17,TOSTAO_14,CUST_00722,5000,April,Wednesday
TICKET_004666,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-10-27,TOSTAO_04,CUST_01169,4500,October,Sunday
TICKET_004666,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-10-27,TOSTAO_04,CUST_01169,4500,October,Sunday
TICKET_004667,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-04-02,TOSTAO_04,CUST_00990,3200,April,Tuesday
TICKET_004667,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-04-02,TOSTAO_04,CUST_00990,3000,April,Tuesday
TICKET_004668,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-06-23,TOSTAO_02,CUST_00743,4500,June,Sunday
TICKET_004668,PROD_010,1,3500,Avena,Bebidas,Frías,2024-06-23,TOSTAO_02,CUST_00743,3500,June,Sunday
TICKET_004669,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-02-25,TOSTAO_19,CUST_00456,4500,February,Sunday
TICKET_004669,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-02-25,TOSTAO_19,CUST_00456,3500,February,Sunday
TICKET_004669,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-02-25,TOSTAO_19,CUST_00456,2000,February,Sunday
TICKET_004669,PROD_030,1,4500,Torta de Zanahoria,Alimentos,Panadería Dulce,2024-02-25,TOSTAO_19,CUST_00456,4500,February,Sunday
TICKET_004670,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-11-07,TOSTAO_03,CUST_02352,3000,November,Thursday
TICKET_004670,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-11-07,TOSTAO_03,CUST_02352,3500,November,Thursday
TICKET_004671,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-10-27,TOSTAO_03,CUST_01126,2500,October,Sunday
TICKET_004672,PROD_022,1,3500,Pastel de Carne,Alimentos,Panadería Sal,2024-04-30,TOSTAO_13,CUST_00330,3500,April,Tuesday
TICKET_004673,PROD_018,1,2800,Pan de Yuca,Alimentos,Panadería Sal,2024-05-06,TOSTAO_15,CUST_02279,2800,May,Monday
TICKET_004674,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-04-15,TOSTAO_09,CUST_00253,3200,April,Monday
TICKET_004674,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-04-15,TOSTAO_09,CUST_00253,3000,April,Monday
TICKET_004674,PROD_014,1,3800,Yogurt,Bebidas,Frías,2024-04-15,TOSTAO_09,CUST_00253,3800,April,Monday
TICKET_004674,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-04-15,TOSTAO_09,CUST_00253,4500,April,Monday
TICKET_004675,PROD_001,2,2500,Tinto,Bebidas,Calientes,2024-01-18,TOSTAO_01,CUST_01722,5000,January,Thursday
TICKET_004676,PROD_005,1,4000,Chocolate,Bebidas,Calientes,2024-03-02,TOSTAO_19,CUST_00080,4000,March,Saturday
TICKET_004677,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-09-17,TOSTAO_18,CUST_02177,3200,September,Tuesday
TICKET_004678,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-03-27,TOSTAO_18,CUST_00838,3200,March,Wednesday
TICKET_004679,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-09-22,TOSTAO_04,CUST_00064,3500,September,Sunday
TICKET_004679,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-09-22,TOSTAO_04,CUST_00064,5000,September,Sunday
TICKET_004680,PROD_010,1,3500,Avena,Bebidas,Frías,2024-06-06,TOSTAO_02,CUST_02189,3500,June,Thursday
TICKET_004681,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-12-22,TOSTAO_20,CUST_01796,2500,December,Sunday
TICKET_004681,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-12-22,TOSTAO_20,CUST_01796,2800,December,Sunday
TICKET_004681,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-12-22,TOSTAO_20,CUST_01796,3000,December,Sunday
TICKET_004682,PROD_027,1,2500,Corazón de Hojaldre,Alimentos,Panadería Dulce,2024-09-22,TOSTAO_20,CUST_01968,2500,September,Sunday
TICKET_004683,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-12-22,TOSTAO_02,CUST_01719,3500,December,Sunday
TICKET_004683,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-12-22,TOSTAO_02,CUST_01719,2800,December,Sunday
TICKET_004683,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-12-22,TOSTAO_02,CUST_01719,3000,December,Sunday
TICKET_004683,PROD_029,1,3000,Muffin de Chocolate,Alimentos,Panadería Dulce,2024-12-22,TOSTAO_02,CUST_01719,3000,December,Sunday
TICKET_004684,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-03-12,TOSTAO_13,CUST_01137,2500,March,Tuesday
TICKET_004684,PROD_024,1,3000,Palito de Queso,Alimentos,Panadería Sal,2024-03-12,TOSTAO_13,CUST_01137,3000,March,Tuesday
TICKET_004685,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-05-19,TOSTAO_16,CUST_02286,2000,May,Sunday
TICKET_004685,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-05-19,TOSTAO_16,CUST_02286,4500,May,Sunday
TICKET_004686,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-09-12,TOSTAO_11,CUST_00707,3500,September,Thursday
TICKET_004686,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-09-12,TOSTAO_11,CUST_00707,5000,September,Thursday
TICKET_004686,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-09-12,TOSTAO_11,CUST_00707,2500,September,Thursday
TICKET_004686,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-09-12,TOSTAO_11,CUST_00707,2000,September,Thursday
TICKET_004687,PROD_010,1,3500,Avena,Bebidas,Frías,2024-05-26,TOSTAO_02,CUST_02133,3500,May,Sunday
TICKET_004687,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-05-26,TOSTAO_02,CUST_02133,2500,May,Sunday
TICKET_004688,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-01-25,TOSTAO_14,CUST_00972,5000,January,Thursday
TICKET_004689,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-10-04,TOSTAO_19,CUST_01830,3200,October,Friday
TICKET_004689,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-10-04,TOSTAO_19,CUST_01830,3000,October,Friday
TICKET_004689,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-10-04,TOSTAO_19,CUST_01830,4500,October,Friday
TICKET_004689,PROD_027,1,2500,Corazón de Hojaldre,Alimentos,Panadería Dulce,2024-10-04,TOSTAO_19,CUST_01830,2500,October,Friday
TICKET_004690,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-04-01,TOSTAO_14,CUST_01282,3200,April,Monday
TICKET_004691,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-02-07,TOSTAO_03,CUST_02224,3200,February,Wednesday
TICKET_004691,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-02-07,TOSTAO_03,CUST_02224,2000,February,Wednesday
TICKET_004692,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-09-24,TOSTAO_16,CUST_00164,3500,September,Tuesday
TICKET_004693,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-10-15,TOSTAO_15,CUST_01691,4500,October,Tuesday
TICKET_004693,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-10-15,TOSTAO_15,CUST_01691,3500,October,Tuesday
TICKET_004693,PROD_027,1,2500,Corazón de Hojaldre,Alimentos,Panadería Dulce,2024-10-15,TOSTAO_15,CUST_01691,2500,October,Tuesday
TICKET_004694,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-01-22,TOSTAO_09,CUST_00386,2500,January,Monday
TICKET_004695,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-10-01,TOSTAO_06,CUST_00496,3500,October,Tuesday
TICKET_004695,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-10-01,TOSTAO_06,CUST_00496,5000,October,Tuesday
TICKET_004695,PROD_018,1,2800,Pan de Yuca,Alimentos,Panadería Sal,2024-10-01,TOSTAO_06,CUST_00496,2800,October,Tuesday
TICKET_004695,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-10-01,TOSTAO_06,CUST_00496,4500,October,Tuesday
TICKET_004696,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-05-06,TOSTAO_14,CUST_02195,3500,May,Monday
TICKET_004696,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-05-06,TOSTAO_14,CUST_02195,6500,May,Monday
TICKET_004697,PROD_007,1,4500,Latte,Bebidas,Calientes,2024-11-26,TOSTAO_16,CUST_00505,4500,November,Tuesday
TICKET_004698,PROD_020,1,3200,Empanada de Pollo,Alimentos,Panadería Sal,2024-05-01,TOSTAO_13,CUST_01444,3200,May,Wednesday
TICKET_004699,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-06-18,TOSTAO_12,CUST_00696,3200,June,Tuesday
TICKET_004700,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-11-13,TOSTAO_07,CUST_02186,4500,November,Wednesday
TICKET_004700,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-11-13,TOSTAO_07,CUST_02186,4500,November,Wednesday
TICKET_004701,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-11-24,TOSTAO_11,CUST_01490,4500,November,Sunday
TICKET_004702,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-11-09,TOSTAO_11,CUST_01538,2500,November,Saturday
TICKET_004702,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-11-09,TOSTAO_11,CUST_01538,2000,November,Saturday
TICKET_004703,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-10-20,TOSTAO_01,CUST_00943,3500,October,Sunday
TICKET_004704,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-06-12,TOSTAO_12,CUST_02313,3500,June,Wednesday
TICKET_004704,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-06-12,TOSTAO_12,CUST_02313,2800,June,Wednesday
TICKET_004705,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-04-17,TOSTAO_18,CUST_01729,2500,April,Wednesday
TICKET_004705,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-04-17,TOSTAO_18,CUST_01729,2800,April,Wednesday
TICKET_004706,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-04-05,TOSTAO_03,CUST_01054,3500,April,Friday
TICKET_004706,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-04-05,TOSTAO_03,CUST_01054,2800,April,Friday
TICKET_004707,PROD_007,1,4500,Latte,Bebidas,Calientes,2024-10-04,TOSTAO_17,CUST_01203,4500,October,Friday
TICKET_004708,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-03-03,TOSTAO_08,CUST_02305,2500,March,Sunday
TICKET_004708,PROD_008,1,3200,Tinto Grande,Bebidas,Calientes,2024-03-03,TOSTAO_08,CUST_02305,3200,March,Sunday
TICKET_004709,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-11-10,TOSTAO_12,CUST_00292,4500,November,Sunday
TICKET_004709,PROD_010,1,3500,Avena,Bebidas,Frías,2024-11-10,TOSTAO_12,CUST_00292,3500,November,Sunday
TICKET_004710,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-12-21,TOSTAO_13,CUST_02301,2500,December,Saturday
TICKET_004710,PROD_013,1,3500,Té Helado,Bebidas,Frías,2024-12-21,TOSTAO_13,CUST_02301,3500,December,Saturday
TICKET_004710,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-12-21,TOSTAO_13,CUST_02301,6500,December,Saturday
TICKET_004711,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-01-09,TOSTAO_12,CUST_00309,3200,January,Tuesday
TICKET_004711,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-01-09,TOSTAO_12,CUST_00309,3000,January,Tuesday
TICKET_004712,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-12-13,TOSTAO_19,CUST_01358,3500,December,Friday
TICKET_004712,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-12-13,TOSTAO_19,CUST_01358,2800,December,Friday
TICKET_004712,PROD_020,1,3200,Empanada de Pollo,Alimentos,Panadería Sal,2024-12-13,TOSTAO_19,CUST_01358,3200,December,Friday
TICKET_004712,PROD_025,1,3500,Arepa de Choclo,Alimentos,Panadería Sal,2024-12-13,TOSTAO_19,CUST_01358,3500,December,Friday
TICKET_004713,PROD_004,1,4800,Mocaccino,Bebidas,Calientes,2024-05-24,TOSTAO_03,CUST_00733,4800,May,Friday
TICKET_004713,PROD_018,1,2800,Pan de Yuca,Alimentos,Panadería Sal,2024-05-24,TOSTAO_03,CUST_00733,2800,May,Friday
TICKET_004714,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-08-25,TOSTAO_02,CUST_01534,2500,August,Sunday
TICKET_004714,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-08-25,TOSTAO_02,CUST_01534,2800,August,Sunday
TICKET_004714,PROD_029,1,3000,Muffin de Chocolate,Alimentos,Panadería Dulce,2024-08-25,TOSTAO_02,CUST_01534,3000,August,Sunday
TICKET_004714,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-08-25,TOSTAO_02,CUST_01534,4500,August,Sunday
TICKET_004715,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-04-08,TOSTAO_18,CUST_01784,2500,April,Monday
TICKET_004715,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-04-08,TOSTAO_18,CUST_01784,2800,April,Monday
TICKET_004716,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-10-16,TOSTAO_17,CUST_00159,3500,October,Wednesday
TICKET_004717,PROD_004,1,4800,Mocaccino,Bebidas,Calientes,2024-08-05,TOSTAO_05,CUST_00222,4800,August,Monday
TICKET_004718,PROD_030,1,4500,Torta de Zanahoria,Alimentos,Panadería Dulce,2024-04-15,TOSTAO_09,CUST_00861,4500,April,Monday
TICKET_004719,PROD_010,1,3500,Avena,Bebidas,Frías,2024-04-22,TOSTAO_06,CUST_02251,3500,April,Monday
TICKET_004719,PROD_004,1,4800,Mocaccino,Bebidas,Calientes,2024-04-22,TOSTAO_06,CUST_02251,4800,April,Monday
TICKET_004720,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-05-29,TOSTAO_12,CUST_00267,3200,May,Wednesday
TICKET_004720,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-05-29,TOSTAO_12,CUST_00267,3000,May,Wednesday
TICKET_004721,PROD_030,1,4500,Torta de Zanahoria,Alimentos,Panadería Dulce,2024-07-07,TOSTAO_07,CUST_01915,4500,July,Sunday
TICKET_004722,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-06-06,TOSTAO_10,CUST_02464,3500,June,Thursday
TICKET_004722,PROD_004,1,4800,Mocaccino,Bebidas,Calientes,2024-06-06,TOSTAO_10,CUST_02464,4800,June,Thursday
TICKET_004723,PROD_010,1,3500,Avena,Bebidas,Frías,2024-01-10,TOSTAO_11,CUST_00341,3500,January,Wednesday
TICKET_004724,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-01-02,TOSTAO_11,CUST_00518,3500,January,Tuesday
TICKET_004724,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-01-02,TOSTAO_11,CUST_00518,5000,January,Tuesday
TICKET_004725,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-07-07,TOSTAO_02,CUST_02126,3200,July,Sunday
TICKET_004725,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-07-07,TOSTAO_02,CUST_02126,3000,July,Sunday
TICKET_004725,PROD_026,1,3500,Rollo de Canela,Alimentos,Panadería Dulce,2024-07-07,TOSTAO_02,CUST_02126,3500,July,Sunday
TICKET_004726,PROD_001,2,2500,Tinto,Bebidas,Calientes,2024-09-03,TOSTAO_01,CUST_01836,5000,September,Tuesday
TICKET_004727,PROD_001,2,2500,Tinto,Bebidas,Calientes,2024-09-01,TOSTAO_04,CUST_00435,5000,September,Sunday
TICKET_004728,PROD_024,1,3000,Palito de Queso,Alimentos,Panadería Sal,2024-10-18,TOSTAO_12,CUST_02476,3000,October,Friday
TICKET_004729,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-04-04,TOSTAO_16,CUST_00515,2500,April,Thursday
TICKET_004729,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-04-04,TOSTAO_16,CUST_00515,2800,April,Thursday
TICKET_004729,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-04-04,TOSTAO_16,CUST_00515,3200,April,Thursday
TICKET_004729,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-04-04,TOSTAO_16,CUST_00515,6500,April,Thursday
TICKET_004730,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-11-22,TOSTAO_07,CUST_01648,2500,November,Friday
TICKET_004730,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-11-22,TOSTAO_07,CUST_01648,2800,November,Friday
TICKET_004731,PROD_022,1,3500,Pastel de Carne,Alimentos,Panadería Sal,2024-01-18,TOSTAO_12,CUST_01257,3500,January,Thursday
TICKET_004732,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-06-04,TOSTAO_11,CUST_02360,2500,June,Tuesday
TICKET_004732,PROD_010,1,3500,Avena,Bebidas,Frías,2024-06-04,TOSTAO_11,CUST_02360,3500,June,Tuesday
TICKET_004733,PROD_014,1,3800,Yogurt,Bebidas,Frías,2024-08-23,TOSTAO_07,CUST_01543,3800,August,Friday
TICKET_004733,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-08-23,TOSTAO_07,CUST_01543,5000,August,Friday
TICKET_004734,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-03-26,TOSTAO_08,CUST_00077,4500,March,Tuesday
TICKET_004734,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-03-26,TOSTAO_08,CUST_00077,4500,March,Tuesday
TICKET_004735,PROD_010,1,3500,Avena,Bebidas,Frías,2024-10-12,TOSTAO_14,CUST_02095,3500,October,Saturday
TICKET_004735,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-10-12,TOSTAO_14,CUST_02095,2500,October,Saturday
TICKET_004736,PROD_010,1,3500,Avena,Bebidas,Frías,2024-05-25,TOSTAO_13,CUST_00647,3500,May,Saturday
TICKET_004737,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-11-29,TOSTAO_04,CUST_00965,4500,November,Friday
TICKET_004737,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-11-29,TOSTAO_04,CUST_00965,2500,November,Friday
TICKET_004738,PROD_032,1,2500,Dona,Alimentos,Panadería Dulce,2024-06-04,TOSTAO_07,CUST_00415,2500,June,Tuesday
TICKET_004739,PROD_010,1,3500,Avena,Bebidas,Frías,2024-01-28,TOSTAO_20,CUST_00487,3500,January,Sunday
TICKET_004739,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-01-28,TOSTAO_20,CUST_00487,2500,January,Sunday
TICKET_004739,PROD_018,1,2800,Pan de Yuca,Alimentos,Panadería Sal,2024-01-28,TOSTAO_20,CUST_00487,2800,January,Sunday
TICKET_004740,PROD_005,1,4000,Chocolate,Bebidas,Calientes,2024-03-10,TOSTAO_12,CUST_00120,4000,March,Sunday
TICKET_004741,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-04-21,TOSTAO_17,CUST_00614,2500,April,Sunday
TICKET_004741,PROD_013,1,3500,Té Helado,Bebidas,Frías,2024-04-21,TOSTAO_17,CUST_00614,3500,April,Sunday
TICKET_004742,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-02-10,TOSTAO_18,CUST_00762,2500,February,Saturday
TICKET_004743,PROD_018,1,2800,Pan de Yuca,Alimentos,Panadería Sal,2024-05-28,TOSTAO_20,CUST_00985,2800,May,Tuesday
TICKET_004744,PROD_022,1,3500,Pastel de Carne,Alimentos,Panadería Sal,2024-01-31,TOSTAO_18,CUST_00247,3500,January,Wednesday
TICKET_004745,PROD_007,1,4500,Latte,Bebidas,Calientes,2024-10-30,TOSTAO_15,CUST_00316,4500,October,Wednesday
TICKET_004746,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-07-21,TOSTAO_03,CUST_01492,3500,July,Sunday
TICKET_004746,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-07-21,TOSTAO_03,CUST_01492,2800,July,Sunday
TICKET_004746,PROD_032,1,2500,Dona,Alimentos,Panadería Dulce,2024-07-21,TOSTAO_03,CUST_01492,2500,July,Sunday
TICKET_004747,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-04-13,TOSTAO_09,CUST_01701,3500,April,Saturday
TICKET_004747,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-04-13,TOSTAO_09,CUST_01701,2800,April,Saturday
TICKET_004747,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-04-13,TOSTAO_09,CUST_01701,4500,April,Saturday
TICKET_004748,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-12-21,TOSTAO_12,CUST_01586,4500,December,Saturday
TICKET_004748,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-12-21,TOSTAO_12,CUST_01586,3500,December,Saturday
TICKET_004748,PROD_033,1,1500,Chocolatina,Alimentos,Panadería Dulce,2024-12-21,TOSTAO_12,CUST_01586,1500,December,Saturday
TICKET_004749,PROD_008,1,3200,Tinto Grande,Bebidas,Calientes,2024-11-22,TOSTAO_07,CUST_00896,3200,November,Friday
TICKET_004750,PROD_010,1,3500,Avena,Bebidas,Frías,2024-09-07,TOSTAO_02,CUST_01338,3500,September,Saturday
TICKET_004751,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-04-07,TOSTAO_14,CUST_00536,6500,April,Sunday
TICKET_004752,PROD_002,2,3500,Café con Leche,Bebidas,Calientes,2024-12-19,TOSTAO_18,CUST_00235,7000,December,Thursday
TICKET_004752,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-12-19,TOSTAO_18,CUST_00235,3500,December,Thursday
TICKET_004753,PROD_018,1,2800,Pan de Yuca,Alimentos,Panadería Sal,2024-12-17,TOSTAO_13,CUST_00147,2800,December,Tuesday
TICKET_004754,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-08-13,TOSTAO_13,CUST_00616,2800,August,Tuesday
TICKET_004755,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-09-16,TOSTAO_02,CUST_00343,4500,September,Monday
TICKET_004755,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-09-16,TOSTAO_02,CUST_00343,3500,September,Monday
TICKET_004756,PROD_008,1,3200,Tinto Grande,Bebidas,Calientes,2024-11-07,TOSTAO_07,CUST_02199,3200,November,Thursday
TICKET_004757,PROD_013,1,3500,Té Helado,Bebidas,Frías,2024-10-05,TOSTAO_15,CUST_00327,3500,October,Saturday
TICKET_004757,PROD_008,1,3200,Tinto Grande,Bebidas,Calientes,2024-10-05,TOSTAO_15,CUST_00327,3200,October,Saturday
TICKET_004758,PROD_013,1,3500,Té Helado,Bebidas,Frías,2024-06-19,TOSTAO_10,CUST_02237,3500,June,Wednesday
TICKET_004759,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-05-09,TOSTAO_12,CUST_02449,2500,May,Thursday
TICKET_004759,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-05-09,TOSTAO_12,CUST_02449,2000,May,Thursday
TICKET_004759,PROD_008,1,3200,Tinto Grande,Bebidas,Calientes,2024-05-09,TOSTAO_12,CUST_02449,3200,May,Thursday
TICKET_004759,PROD_018,1,2800,Pan de Yuca,Alimentos,Panadería Sal,2024-05-09,TOSTAO_12,CUST_02449,2800,May,Thursday
TICKET_004760,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-11-09,TOSTAO_11,CUST_01084,3500,November,Saturday
TICKET_004760,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-11-09,TOSTAO_11,CUST_01084,5000,November,Saturday
